number,Plate,row,col,Casa,Data,Coll,Especies,Numero,Amostra,abdomen,Resultado
2264,156,h,7,922,07/12/2004,s,gambiae,10,1,gravid,0
2265,156,a,8,922,08/12/2004,s,gambiae,10,1,gravid,0
2266,156,b,8,922,08/12/2004,s,gambiae,10,1,gravid,0
2268,156,d,8,922,08/12/2004,s,gambiae,10,1,gravid,2
2291,156,c,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
2292,156,d,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
2293,156,e,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
2294,156,f,11,ct2,12/12/2001,l,funestus,10,1,gravid,1
2296,156,h,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
2299,156,c,12,3232,21/02/2006,s,funestus,10,1,gravid,2
2300,156,d,12,3232,20/02/2007,s,funestus,10,1,gravid,0
1657,157,a,4,3232,15/02/2006,s,funestus,10,1,gravid,0
1658,157,b,4,3232,15/02/2006,s,funestus,10,1,gravid,0
1679,157,g,6,3210,28/04/2006,s,funestus,10,1,gravid,0
1681,157,a,7,3804,07/05/2007,s,funestus,10,1,gravid,0
1682,157,b,7,3804,07/05/2007,s,funestus,8,1,gravid,1
1683,157,c,7,24,08/05/2007,s,gambiae,10,1,gravid,0
1684,157,d,7,24,08/05/2007,s,gambiae,7,1,gravid,0
1685,157,e,7,24,08/05/2007,s,gambiae,10,1,gravid,0
1686,157,f,7,24,08/05/2007,s,gambiae,10,1,gravid,0
1697,157,a,9,35,16/05/2007,s,funestus,10,1,gravid,0
1698,157,b,9,35,16/05/2007,s,funestus,10,1,gravid,0
1699,157,c,9,35,16/05/2007,s,funestus,9,1,gravid,0
1705,157,a,10,magudo,21/05/2007,s,funestus,10,1,gravid,0
1710,157,f,10,12,11/12/2004,s,gambiae,10,1,gravid,0
1713,157,a,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1714,157,b,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1715,157,c,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1718,157,f,11,408,12/12/2001,l,funestus,10,1,gravid,3
1719,157,g,11,408,12/12/2001,l,funestus,8,1,gravid,0
1723,157,c,12,3233,28/05/2007,s,gambiae,10,1,gravid,0
1543,158,g,1,23,20/11/2006,s,funestus,10,1,gravid,0
1544,158,h,1,23,07/03/2006,s,funestus,10,1,gravid,2
1551,158,g,2,3236,07/03/2006,s,funestus,10,1,gravid,3
1552,158,h,2,ct4,07/03/2006,s,funestus,10,1,gravid,0
1553,158,a,3,3156,14/02/2007,s,funestus,10,1,gravid,0
1554,158,b,3,3156,14/02/2007,s,funestus,10,1,gravid,1
1566,158,f,4,35,06/02/2007,s,funestus,10,1,gravid,0
1567,158,g,4,235,06/02/2007,s,funestus,7,1,gravid,0
1568,158,h,4,235,06/02/2007,s,funestus,10,1,gravid,0
1574,158,f,5,35,07/02/2007,s,funestus,10,1,gravid,0
1575,158,g,5,3819,07/02/2007,s,funestus,8,1,gravid,0
1611,158,c,10,magudo,21/05/2007,s,funestus,10,1,gravid,0
1612,158,d,10,24,21/05/2007,s,funestus,10,1,gravid,0
1613,158,e,10,35,21/05/2007,s,funestus,10,1,gravid,0
1615,158,g,10,1108,22/05/2009,s,funestus,10,1,gravid,0
1616,158,h,10,1108,22/05/2009,s,funestus,4,1,gravid,0
1617,158,a,11,346,25/05/2006,s,funestus,7,1,gravid,0
1618,158,b,11,24,25/05/2007,s,funestus,10,1,gravid,0
1619,158,c,11,24,25/05/2007,s,funestus,10,1,gravid,0
1620,158,d,11,24,25/05/2007,s,funestus,10,1,gravid,0
1621,158,e,11,24,25/05/2007,s,funestus,6,1,gravid,0
1622,158,f,11,3804,25/05/2009,s,funestus,6,1,gravid,0
1623,158,g,11,3209,26/05/2006,s,funestus,10,1,gravid,0
1624,158,h,11,235,25/05/2006,s,funestus,10,1,gravid,0
1625,158,a,12,3232,28/05/2007,s,funestus,10,1,gravid,0
1626,158,b,12,3819,28/05/2007,s,funestus,8,1,gravid,0
1627,158,c,12,35,28/05/2007,s,funestus,10,1,gravid,0
1628,158,d,12,35,28/05/2007,s,funestus,10,1,gravid,0
1629,158,e,12,35,28/05/2007,s,funestus,8,1,gravid,0
1255,159,g,1,922,20/11/2006,s,funestus,10,1,gravid,0
1256,159,h,1,3280,20/11/2006,s,funestus,10,1,gravid,2
1263,159,g,2,35,20/11/2006,s,funestus,10,1,gravid,0
1264,159,h,2,35,20/11/2006,s,funestus,10,1,gravid,0
1265,159,a,3,3234,21/11/2006,s,funestus,10,1,gravid,1
1266,159,b,3,23,21/11/2006,s,funestus,10,1,gravid,0
1267,159,c,3,234,20/04/2006,s,funestus,10,1,gravid,0
1268,159,d,3,3210,20/04/2006,s,funestus,10,1,gravid,0
1269,159,e,3,3210,20/04/2006,s,funestus,6,1,gravid,3
1270,159,f,3,3214,20/04/2006,s,funestus,10,1,gravid,0
1271,159,g,3,234,20/04/2006,s,funestus,6,1,gravid,0
1272,159,h,3,3210,20/04/2006,s,funestus,10,1,gravid,0
1273,159,a,4,3156,26/04/2006,s,funestus,7,1,gravid,3
1279,159,g,4,3156,26/04/2006,s,funestus,10,1,gravid,0
1280,159,h,4,3156,26/04/2006,s,funestus,10,1,gravid,0
1283,159,c,5,24,24/11/2004,s,gambiae,10,1,gravid,1
1284,159,d,5,298,24/11/2004,s,gambiae,10,1,gravid,0
1285,159,e,5,24,24/11/2004,s,gambiae,10,1,gravid,2
1286,159,f,5,24,24/11/2004,s,gambiae,10,1,gravid,0
1287,159,g,5,24,24/11/2004,s,gambiae,10,1,gravid,3
1288,159,h,5,24,24/11/2004,s,gambiae,10,1,gravid,0
1289,159,a,6,3156,27/11/2004,s,gambiae,10,1,gravid,0
1293,159,e,6,219,30/11/2004,s,gambiae,6,1,gravid,0
1294,159,f,6,3210,28/04/2006,s,funestus,10,1,gravid,0
1295,159,g,6,3209,28/04/2006,s,funestus,9,1,gravid,2
1296,159,h,6,235,28/04/2006,s,funestus,10,1,gravid,3
1301,159,e,7,243,05/12/2005,s,funestus,5,1,gravid,3
1302,159,f,7,6,06/12/2004,s,gambiae,10,1,gravid,0
1303,159,g,7,243,05/12/2005,s,funestus,1,1,gravid,0
1313,159,a,9,35,15/05/2007,s,funestus,10,1,gravid,0
1315,159,c,9,24,16/05/2007,s,funestus,6,1,gravid,0
1316,159,d,9,35,16/05/2007,s,funestus,10,1,gravid,0
1317,159,e,9,1081,11/12/2001,l,gambiae,5,1,gravid,3
1325,159,e,10,12,01/11/2006,s,funestus,10,1,gravid,0
1326,159,f,10,23,01/11/2006,s,gambiae,10,1,gravid,1
1327,159,g,10,12,01/11/2006,s,funestus,10,1,gravid,0
1328,159,h,10,12,01/11/2006,s,funestus,10,1,gravid,0
1340,159,d,12,43,12/12/2006,s,gambiae,10,1,gravid,0
1342,159,f,12,24,12/12/2004,s,gambiae,10,1,gravid,0
1343,159,g,12,24,12/12/2004,s,gambiae,9,1,gravid,1
1344,159,h,12,326,12/12/2005,s,gambiae,10,1,gravid,0
1359,160,g,2,278,19/04/2004,s,funestus,9,1,gravid,0
1360,160,h,2,234,19/04/2006,s,funestus,10,1,gravid,0
1361,160,a,3,3236,20/04/2006,s,funestus,10,1,gravid,3
1362,160,b,3,234,20/04/2006,s,funestus,10,1,gravid,3
1363,160,c,3,3210,20/04/2006,s,funestus,10,1,gravid,1
1364,160,d,3,3156,20/04/2006,s,funestus,10,1,gravid,0
1365,160,e,3,3156,20/04/2006,s,funestus,10,1,gravid,1
1366,160,f,3,3156,20/04/2006,s,funestus,10,1,gravid,1
1368,160,h,3,3833,02/02/2010,s,funestus,10,1,gravid,3
1369,160,a,4,62,23/11/2009,s,funestus,10,1,gravid,0
1370,160,b,4,298,23/11/2004,s,gambiae,10,1,gravid,0
1371,160,c,4,326,23/11/2004,s,gambiae,10,1,gravid,2
1372,160,d,4,62,23/11/2009,s,funestus,10,1,gravid,0
1373,160,e,4,24,23/11/2004,s,gambiae,10,1,gravid,0
1374,160,f,4,24,23/11/2004,s,gambiae,10,1,gravid,0
1375,160,g,4,326,23/11/2004,s,gambiae,10,1,gravid,0
1376,160,h,4,326,23/11/2004,s,gambiae,8,1,gravid,0
1377,160,a,5,3135,26/11/2004,s,gambiae,10,1,gravid,0
1378,160,b,5,3135,26/11/2004,s,gambiae,9,1,gravid,0
1379,160,c,5,326,26/11/2004,s,gambiae,6,1,gravid,0
1380,160,d,5,3156,26/11/2004,s,gambiae,10,1,gravid,0
1381,160,e,5,3156,26/11/2004,s,gambiae,10,1,gravid,0
1382,160,f,5,326,26/11/2004,s,gambiae,10,1,gravid,0
1383,160,g,5,150,26/11/2004,s,gambiae,7,1,gravid,0
1384,160,h,5,150,26/11/2004,s,gambiae,10,1,gravid,3
1385,160,a,6,1112,02/12/2010,s,funestus,10,1,gravid,0
1386,160,b,6,447,02/12/2005,s,funestus,10,1,gravid,3
1387,160,c,6,3165,02/12/2005,s,funestus,1,1,gravid,3
1388,160,d,6,3165,02/12/2005,s,funestus,1,1,gravid,0
1389,160,e,6,3165,02/12/2005,s,funestus,5,1,gravid,1
1393,160,a,7,922,07/12/2004,s,gambiae,10,1,gravid,0
1395,160,c,7,23,08/05/2007,s,funestus,10,1,gravid,0
1396,160,d,7,3232,08/05/2007,s,funestus,10,1,gravid,0
1397,160,e,7,23,08/05/2007,s,funestus,10,1,gravid,0
1398,160,f,7,3232,08/05/2007,s,funestus,10,1,gravid,0
1399,160,g,7,3232,08/05/2007,s,funestus,10,1,gravid,0
1400,160,h,7,3232,08/05/2007,s,funestus,10,1,gravid,0
1401,160,a,8,24,09/05/2007,s,funestus,10,1,gravid,0
1402,160,b,8,24,09/05/2007,s,funestus,10,1,gravid,0
1403,160,c,8,24,09/05/2007,s,funestus,10,1,gravid,0
1404,160,d,8,922,08/12/2004,s,gambiae,10,1,gravid,0
1405,160,e,8,6,08/12/2004,s,gambiae,10,1,gravid,2
1412,160,d,9,3232,04/04/2007,s,funestus,10,1,gravid,0
1413,160,e,9,3232,04/04/2007,s,funestus,10,1,gravid,2
1414,160,f,9,35,16/01/2007,s,funestus,10,1,gravid,0
1421,160,e,10,12,01/11/2006,s,funestus,10,1,gravid,0
1422,160,f,10,3236,01/11/2006,s,gambiae,10,1,gravid,3
1423,160,g,10,3236,01/11/2006,s,gambiae,10,1,gravid,0
1424,160,h,10,3236,01/11/2006,s,gambiae,10,1,gravid,0
1927,161,g,1,3280,20/11/2006,s,funestus,10,1,gravid,0
1928,161,h,1,23,20/11/2006,s,funestus,10,1,gravid,0
1935,161,g,2,ct4,20/11/2006,s,funestus,10,1,gravid,0
1936,161,h,2,ct4,20/11/2006,s,funestus,10,1,gravid,0
1938,161,b,3,ct4,21/11/2006,s,funestus,10,1,gravid,2
1939,161,c,3,3234,21/11/2006,s,funestus,10,1,gravid,2
1940,161,d,3,235,21/11/2006,s,funestus,10,1,gravid,0
1941,161,e,3,3234,21/11/2006,s,funestus,10,1,gravid,0
1942,161,f,3,3234,21/11/2006,s,funestus,10,1,gravid,0
1943,161,g,3,ct4,21/11/2006,s,funestus,10,1,gravid,1
1944,161,h,3,ct4,21/11/2006,s,funestus,10,1,gravid,1
1945,161,a,4,62,23/11/2009,s,funestus,10,1,gravid,0
1946,161,b,4,62,23/11/2009,s,funestus,10,1,gravid,0
1953,161,a,5,3156,27/04/2006,s,funestus,10,1,gravid,0
1954,161,b,5,3156,27/04/2006,s,funestus,10,1,gravid,0
1955,161,c,5,3156,27/04/2006,s,funestus,10,1,gravid,2
1956,161,d,5,247,27/04/2006,s,funestus,8,1,gravid,0
1957,161,e,5,235,27/04/2006,s,funestus,10,1,gravid,0
1958,161,f,5,235,27/04/2006,s,funestus,10,1,gravid,0
1962,161,b,6,3216,29/04/2006,s,funestus,10,1,gravid,0
1963,161,c,6,3216,29/04/2006,s,funestus,7,1,gravid,0
1964,161,d,6,35,29/04/2007,s,funestus,10,1,gravid,0
1966,161,f,6,35,29/04/2007,s,funestus,10,1,gravid,0
1967,161,g,6,3236,30/04/2006,s,funestus,10,1,gravid,0
1983,161,g,8,24,09/05/2007,s,funestus,10,1,gravid,0
1984,161,h,8,24,09/05/2007,s,funestus,10,1,gravid,0
1990,161,f,9,235,26/10/2004,s,gambiae,10,1,gravid,0
1993,161,a,10,3214,01/11/2006,s,funestus,10,1,gravid,0
1994,161,b,10,3214,01/11/2006,s,funestus,7,1,gravid,0
1995,161,c,10,3214,01/11/2006,s,funestus,10,1,gravid,0
1996,161,d,10,3214,01/11/2006,s,funestus,10,1,gravid,0
1997,161,e,10,3214,01/11/2006,s,funestus,10,1,gravid,0
1998,161,f,10,3214,01/11/2006,s,funestus,10,1,gravid,0
1999,161,g,10,3214,01/11/2006,s,funestus,10,1,gravid,0
2000,161,h,10,3214,01/11/2006,s,funestus,10,1,gravid,0
2007,161,g,11,3156,15/11/2004,s,gambiae,8,1,gravid,3
2008,161,h,11,3156,15/11/2004,s,gambiae,10,1,gravid,0
2009,161,a,12,150,19/11/2004,s,gambiae,7,1,gravid,0
2010,161,b,12,ct4,18/11/2004,s,gambiae,8,1,gravid,0
2011,161,c,12,1542,18/11/2004,s,gambiae,10,1,gravid,3
2012,161,d,12,3156,18/11/2004,s,funestus,8,1,gravid,0
2014,161,f,12,3156,19/11/2004,s,gambiae,10,1,gravid,0
2015,161,g,12,373,19/11/2004,s,gambiae,9,1,gravid,0
2016,161,h,12,298,20/11/2004,s,gambiae,10,1,gravid,0
2407,162,g,1,3236,08/09/2006,s,funestus,10,1,gravid,0
2408,162,h,1,3236,08/09/2006,s,funestus,10,1,gravid,0
2415,162,g,2,3216,14/09/2006,s,funestus,10,1,gravid,0
2436,162,d,5,24,07/10/2005,s,gambiae,4,1,gravid,0
2438,162,f,5,222,06/10/2006,s,gambiae,10,1,gravid,0
2441,162,a,6,39,10/10/2006,s,funestus,10,1,gravid,0
2442,162,b,6,3033,11/04/2007,s,funestus,10,1,gravid,0
2443,162,c,6,150,11/04/2006,s,funestus,10,1,gravid,0
2444,162,d,6,3235,11/04/2006,s,funestus,10,1,gravid,0
2445,162,e,6,3232,11/04/2006,s,funestus,10,1,gravid,3
2446,162,f,6,3236,11/04/2006,s,funestus,10,1,gravid,0
2447,162,g,6,3033,11/04/2007,s,funestus,10,1,gravid,0
2448,162,h,6,3033,11/04/2007,s,funestus,10,1,gravid,0
2449,162,a,7,3232,13/04/2006,s,funestus,10,1,gravid,0
2450,162,b,7,234,13/04/2006,s,funestus,10,1,gravid,0
2451,162,c,7,234,13/04/2006,s,funestus,10,1,gravid,0
2452,162,d,7,247,14/04/2006,s,funestus,10,1,gravid,3
2453,162,e,7,150,14/04/2006,s,funestus,10,1,gravid,3
2454,162,f,7,3235,14/04/2006,s,funestus,10,1,gravid,0
2459,162,c,8,300,16/12/2004,s,gambiae,10,1,gravid,0
2460,162,d,8,300,16/12/2004,s,gambiae,10,1,gravid,0
2461,162,e,8,326,16/12/2004,s,gambiae,10,1,gravid,0
2467,162,c,9,35,15/05/2007,s,funestus,10,1,gravid,0
2481,162,a,11,ct2,12/12/2001,l,funestus,10,1,gravid,1
2485,162,e,11,373,12/12/2004,s,gambiae,10,1,gravid,3
2486,162,f,11,373,12/12/2004,s,gambiae,10,1,gravid,3
2487,162,g,11,24,12/12/2004,s,gambiae,10,1,gravid,0
2492,162,d,12,3236,12/12/2006,s,funestus,10,1,gravid,0
2493,162,e,12,3236,12/12/2006,s,funestus,10,1,gravid,2
2119,163,g,1,3232,20/11/2006,s,funestus,10,1,gravid,0
2120,163,h,1,3232,20/11/2006,s,funestus,10,1,gravid,1
2127,163,g,2,24,21/11/2004,s,gambiae,10,1,gravid,0
2128,163,h,2,24,21/11/2004,s,gambiae,10,1,gravid,2
2141,163,e,4,298,24/11/2004,s,gambiae,9,1,gravid,0
2142,163,f,4,635,24/11/2004,s,gambiae,10,1,gravid,1
2143,163,g,4,373,24/11/2004,s,gambiae,10,1,gravid,0
2144,163,h,4,298,24/11/2004,s,gambiae,10,1,gravid,0
2145,163,a,5,150,26/11/2004,s,gambiae,10,1,gravid,0
2146,163,b,5,1134,26/11/2004,s,gambiae,5,1,gravid,0
2147,163,c,5,1134,26/11/2004,s,gambiae,10,1,gravid,2
2148,163,d,5,24,26/11/2004,s,gambiae,10,1,gravid,0
2149,163,e,5,24,26/11/2004,s,gambiae,10,1,gravid,0
2150,163,f,5,24,26/11/2004,s,gambiae,10,1,gravid,3
2151,163,g,5,24,26/11/2004,s,gambiae,10,1,gravid,0
2152,163,h,5,24,26/11/2004,s,gambiae,10,1,gravid,1
2155,163,c,6,35,02/05/2007,s,funestus,10,1,gravid,0
2156,163,d,6,3890,03/02/2010,s,funestus,10,1,gravid,2
2157,163,e,6,3890,03/02/2010,s,funestus,2,1,gravid,0
2160,163,h,6,ct4,07/03/2006,s,funestus,10,1,gravid,0
2171,163,c,8,ct1,16/01/2002,l,funestus,4,1,gravid,0
2173,163,e,8,ct1,16/01/2002,l,funestus,10,1,gravid,0
2177,163,a,9,35,26/01/2007,s,funestus,10,1,gravid,0
2178,163,b,9,35,26/01/2007,s,funestus,7,1,gravid,0
2182,163,f,9,922,27/01/2005,s,gambiae,10,1,gravid,0
2183,163,g,9,922,27/01/2005,s,funestus,10,1,gravid,0
2184,163,h,9,922,27/01/2005,s,funestus,10,1,gravid,0
2199,163,g,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
2200,163,h,11,ct2,12/12/2001,l,funestus,10,1,gravid,3
2203,163,c,12,3234,12/12/2006,s,funestus,10,1,gravid,0
2311,164,g,1,922,20/11/2006,s,funestus,10,1,gravid,0
2312,164,h,1,922,20/11/2006,s,funestus,10,1,gravid,0
2319,164,g,2,3236,20/11/2006,s,funestus,10,1,gravid,0
2320,164,h,2,3214,20/11/2006,s,funestus,10,1,gravid,0
2321,164,a,3,3232,21/11/2006,s,funestus,10,1,gravid,0
2322,164,b,3,3280,21/11/2006,s,funestus,10,1,gravid,1
2323,164,c,3,3280,21/11/2006,s,funestus,10,1,gravid,1
2324,164,d,3,3232,21/11/2006,s,funestus,10,1,gravid,2
2325,164,e,3,3280,21/11/2006,s,funestus,10,1,gravid,0
2327,164,g,3,3234,21/11/2006,s,funestus,10,1,gravid,1
2328,164,h,3,3280,21/11/2006,s,funestus,10,1,gravid,0
2329,164,a,4,24,23/11/2004,s,gambiae,10,1,gravid,0
2330,164,b,4,24,23/11/2004,s,gambiae,10,1,gravid,0
2331,164,c,4,ct4,23/11/2004,s,gambiae,10,1,gravid,0
2332,164,d,4,1134,23/11/2004,s,gambiae,9,1,gravid,0
2333,164,e,4,24,23/11/2004,s,gambiae,10,1,gravid,0
2357,164,e,7,coz 24,23/01/2007,s,funestus,10,1,gravid,2
2369,164,a,9,35,25/01/2007,s,funestus,7,1,gravid,0
2372,164,d,9,35,25/01/2007,s,funestus,10,1,gravid,0
2381,164,e,10,3156,19/02/2006,s,funestus,10,1,gravid,0
2382,164,f,10,3156,19/02/2006,s,funestus,10,1,gravid,3
2383,164,g,10,3156,19/02/2006,s,funestus,10,1,gravid,0
2387,164,c,11,23,20/02/2006,s,funestus,10,1,gravid,0
2388,164,d,11,23,20/02/2006,s,funestus,10,1,gravid,0
2389,164,e,11,3232,20/02/2007,s,funestus,10,1,gravid,0
2391,164,g,11,356,20/02/2006,s,funestus,10,1,gravid,0
2392,164,h,11,235,20/02/2007,s,funestus,10,1,gravid,2
2393,164,a,12,3235,21/02/2006,s,funestus,10,1,gravid,0
2394,164,b,12,3235,21/02/2006,s,funestus,10,1,gravid,3
2395,164,c,12,3235,21/02/2006,s,funestus,10,1,gravid,0
2396,164,d,12,3235,21/02/2006,s,funestus,10,1,gravid,0
2397,164,e,12,23,05/03/2006,s,funestus,10,1,gravid,3
2399,164,g,12,23,05/03/2006,s,funestus,10,1,gravid,0
1085,165,e,4,23,15/02/2006,s,gambiae,10,1,gravid,0
1086,165,f,4,23,15/02/2006,s,gambiae,8,1,gravid,0
1087,165,g,4,3232,15/02/2006,s,funestus,10,1,gravid,0
1088,165,h,4,23,15/02/2006,s,funestus,10,1,gravid,0
1090,165,b,5,3236,22/01/2007,s,funestus,10,1,gravid,0
1092,165,d,5,3236,22/01/2007,s,funestus,10,1,gravid,0
1093,165,e,5,3236,22/01/2007,s,funestus,10,1,gravid,0
1095,165,g,5,24,22/01/2007,s,funestus,10,1,gravid,0
1096,165,h,5,24,22/01/2007,s,funestus,10,1,gravid,0
1133,165,e,10,18,19/02/2006,s,funestus,9,1,gravid,0
1150,165,f,12,24,30/01/2005,s,funestus,8,1,gravid,0
1151,165,g,12,375,30/01/2005,s,funestus,10,1,gravid,0
978,166,b,3,23,19/09/2006,s,funestus,10,1,gravid,2
980,166,d,3,23,19/09/2006,s,funestus,10,1,gravid,2
981,166,e,3,13,19/09/2006,s,funestus,8,1,gravid,0
983,166,g,3,ct4,19/09/2006,s,funestus,10,1,gravid,1
984,166,h,3,23,19/09/2006,s,funestus,10,1,gravid,0
997,166,e,5,3236,06/10/2006,s,gambiae,10,1,gravid,0
998,166,f,5,3280,05/10/2006,s,funestus,10,1,gravid,0
999,166,g,5,24,05/10/2006,s,funestus,10,1,gravid,0
1000,166,h,5,3156,25/11/2004,s,gambiae,10,1,gravid,0
1001,166,a,6,3156,01/12/2004,s,gambiae,10,1,gravid,0
1002,166,b,6,24,01/12/2004,s,gambiae,10,1,gravid,3
1003,166,c,6,3156,01/12/2004,s,gambiae,10,1,gravid,2
1004,166,d,6,24,01/12/2004,s,gambiae,6,1,gravid,2
1005,166,e,6,298,01/12/2004,s,gambiae,10,1,gravid,0
1006,166,f,6,1134,01/12/2004,s,gambiae,10,1,gravid,2
1007,166,g,6,3155,01/12/2004,s,gambiae,10,1,gravid,3
1008,166,h,6,3155,01/12/2004,s,gambiae,10,1,gravid,3
1010,166,b,7,3156,07/12/2004,s,gambiae,10,1,gravid,2
1011,166,c,7,300,07/12/2004,s,gambiae,10,1,gravid,0
1014,166,f,7,3156,07/12/2004,s,gambiae,10,1,gravid,0
1017,166,a,8,12,08/12/2004,s,gambiae,6,1,gravid,3
1023,166,g,8,922,08/12/2004,s,gambiae,10,1,gravid,0
1024,166,h,8,922,08/12/2004,s,gambiae,10,1,gravid,0
1030,166,f,9,425,11/12/2001,l,funestus,10,1,gravid,0
1046,166,f,11,12,12/02/2007,s,funestus,10,1,gravid,1
1048,166,h,11,24,12/02/2007,s,funestus,9,1,gravid,0
871,167,g,1,922,20/11/2006,s,funestus,10,1,gravid,0
872,167,h,1,23,20/11/2006,s,funestus,10,1,gravid,2
873,167,a,2,ct4,20/11/2006,s,funestus,10,1,gravid,0
874,167,b,2,35,20/11/2006,s,funestus,10,1,gravid,1
875,167,c,2,ct4,20/11/2006,s,funestus,10,1,gravid,2
876,167,d,2,35,20/11/2006,s,funestus,10,1,gravid,3
877,167,e,2,3236,20/11/2006,s,funestus,10,1,gravid,0
878,167,f,2,3236,20/11/2006,s,funestus,10,1,gravid,0
879,167,g,2,3236,20/11/2006,s,funestus,10,1,gravid,0
882,167,b,3,ct1,06/02/2002,l,funestus,9,1,gravid,3
893,167,e,4,12,06/02/2007,s,funestus,10,1,gravid,0
895,167,g,4,3156,06/02/2007,s,funestus,10,1,gravid,0
896,167,h,4,3156,06/02/2007,s,funestus,10,1,gravid,0
900,167,d,5,24,24/11/2004,s,gambiae,10,1,gravid,0
901,167,e,5,24,24/11/2004,s,gambiae,10,1,gravid,0
902,167,f,5,1134,24/11/2004,s,gambiae,10,1,gravid,1
903,167,g,5,3156,24/11/2004,s,gambiae,10,1,gravid,0
904,167,h,5,3156,24/11/2004,s,gambiae,10,1,gravid,0
905,167,a,6,219,30/11/2004,s,gambiae,10,1,gravid,1
906,167,b,6,219,30/11/2004,s,gambiae,10,1,gravid,1
907,167,c,6,1134,30/11/2004,s,gambiae,10,1,gravid,3
908,167,d,6,3155,30/11/2004,s,gambiae,10,1,gravid,0
909,167,e,6,326,30/11/2004,s,gambiae,10,1,gravid,2
910,167,f,6,1542,30/11/2004,s,gambiae,10,1,gravid,0
913,167,a,7,24,06/12/2004,s,funestus,10,1,gravid,0
926,167,f,8,3033,11/02/2007,s,funestus,10,1,gravid,0
933,167,e,9,35,17/01/2007,s,funestus,10,1,gravid,0
934,167,f,9,35,17/01/2007,s,funestus,10,1,gravid,0
935,167,g,9,35,17/01/2007,s,funestus,10,1,gravid,0
936,167,h,9,35,17/01/2007,s,funestus,9,1,gravid,1
937,167,a,10,922,18/01/2005,s,gambiae,10,1,gravid,0
938,167,b,10,922,18/01/2005,s,funestus,9,1,gravid,0
939,167,c,10,24,18/01/2007,s,funestus,9,1,gravid,0
940,167,d,10,3236,18/01/2007,s,funestus,10,1,gravid,0
941,167,e,10,3156,18/01/2007,s,funestus,10,1,gravid,3
942,167,f,10,35,18/01/2007,s,funestus,10,1,gravid,0
943,167,g,10,35,19/01/2007,s,funestus,10,1,gravid,0
948,167,d,11,922,20/01/2005,s,gambiae,10,1,gravid,0
949,167,e,11,922,20/01/2005,s,gambiae,10,1,gravid,0
950,167,f,11,3232,04/04/2007,s,funestus,10,1,gravid,3
951,167,g,11,3156,04/04/2007,s,funestus,10,1,gravid,0
952,167,h,11,3156,04/04/2007,s,funestus,10,1,gravid,0
956,167,d,12,ct4,28/05/2007,s,funestus,10,1,gravid,0
957,167,e,12,ct4,28/05/2007,s,funestus,10,1,gravid,0
2599,168,g,1,3905,07/09/2008,s,funestus,10,1,gravid,0
2600,168,h,1,3905,07/09/2008,s,funestus,10,1,gravid,0
2601,168,a,2,23,13/09/2006,s,funestus,7,1,gravid,0
2602,168,b,2,23,13/09/2006,s,funestus,10,1,gravid,0
2608,168,h,2,23,13/09/2006,s,funestus,10,1,gravid,0
2617,168,a,4,ct4,03/10/2006,s,funestus,10,1,gravid,2
2618,168,b,4,3235,03/10/2006,s,funestus,10,1,gravid,0
2619,168,c,4,13,03/10/2006,s,funestus,10,1,gravid,0
2620,168,d,4,13,03/10/2006,s,funestus,10,1,gravid,0
2621,168,e,4,13,03/10/2006,s,funestus,10,1,gravid,0
2622,168,f,4,277,03/10/2006,s,funestus,10,1,gravid,0
2623,168,g,4,ct4,03/10/2006,s,funestus,10,1,gravid,0
2624,168,h,4,277,03/10/2006,s,funestus,10,1,gravid,0
2625,168,a,5,23,06/10/2006,s,gambiae,10,1,gravid,0
2626,168,b,5,23,06/10/2006,s,gambiae,10,1,gravid,0
2627,168,c,5,3156,06/10/2006,s,funestus,10,1,gravid,1
2630,168,f,5,3156,06/10/2006,s,funestus,10,1,gravid,0
2631,168,g,5,3156,06/10/2006,s,funestus,10,1,gravid,0
2632,168,h,5,nona 24,06/10/2006,s,funestus,10,1,gravid,0
2635,168,c,6,39,10/10/2006,s,funestus,10,1,gravid,0
2638,168,f,6,1134,30/11/2004,s,gambiae,7,1,gravid,3
2639,168,g,6,3155,30/11/2004,s,gambiae,8,1,gravid,1
2640,168,h,6,39,10/10/2006,s,funestus,10,1,gravid,0
2641,168,a,7,24,17/10/2005,s,funestus,9,1,gravid,0
2642,168,b,7,24,17/10/2005,s,funestus,6,1,gravid,0
2643,168,c,7,24,17/10/2005,s,funestus,10,1,gravid,0
2645,168,e,7,3175,17/10/2005,s,funestus,10,1,gravid,0
2647,168,g,7,234,18/10/2005,s,gambiae,8,1,gravid,1
2648,168,h,7,24,17/10/2005,s,funestus,8,1,gravid,0
2649,168,a,8,3236,20/10/2006,s,gambiae,10,1,gravid,0
2650,168,b,8,922,20/10/2006,s,gambiae,10,1,gravid,0
2651,168,c,8,922,20/10/2006,s,gambiae,10,1,gravid,0
2652,168,d,8,3236,20/10/2006,s,gambiae,10,1,gravid,0
