number,Plate,row,col,Casa,Data,Coll,Especies,Numero,Amostra,abdomen,Resultado
2075,154,c,8,680,07/12/2005,l,gambiae,1,1,unfed,3
2076,154,d,8,680,07/12/2005,l,gambiae,1,1,unfed,0
2077,154,e,8,1542,07/12/2005,l,gambiae,5,1,unfed,0
2078,154,f,8,680,07/12/2005,l,gambiae,5,1,unfed,0
2079,154,g,8,3804,07/03/2007,l,funestus,10,1,unfed,0
2080,154,h,8,3002,07/12/2005,l,gambiae,10,1,unfed,0
2085,154,e,9,23,10/12/2008,l,gambiae,4,1,unfed,0
2086,154,f,9,ct4,11/12/2001,l,gambiae,10,1,unfed,0
2087,154,g,9,ct3,11/12/2001,l,gambiae,10,1,unfed,0
2088,154,h,9,1081,11/12/2001,l,gambiae,10,1,unfed,0
2089,154,a,10,ct3,11/12/2001,l,funestus,10,1,unfed,0
2090,154,b,10,ct3,11/12/2001,l,funestus,10,1,unfed,0
2091,154,c,10,ct3,11/12/2001,l,funestus,10,1,unfed,0
2092,154,d,10,1013,11/12/2001,l,funestus,10,1,unfed,0
2093,154,e,10,1013,11/12/2001,l,funestus,10,1,unfed,3
2094,154,f,10,1013,11/12/2001,l,funestus,10,1,unfed,3
2095,154,g,10,1013,11/12/2001,l,funestus,6,1,unfed,3
2097,154,a,11,425,12/12/2001,l,funestus,10,1,unfed,0
2098,154,b,11,425,12/12/2001,l,funestus,10,1,unfed,3
2099,154,c,11,425,12/12/2001,l,funestus,10,1,unfed,0
2100,154,d,11,ct3,12/12/2001,l,funestus,10,1,unfed,0
2101,154,e,11,425,12/12/2001,l,funestus,10,1,unfed,0
2102,154,f,11,425,12/12/2001,l,funestus,7,1,unfed,0
2104,154,h,11,ct3,12/12/2001,l,funestus,10,1,unfed,0
2106,154,b,12,3280,12/12/2006,l,gambiae,10,1,unfed,0
2107,154,c,12,23,12/12/2006,l,gambiae,10,1,unfed,0
2108,154,d,12,23,12/12/2006,l,gambiae,10,1,unfed,0
1462,155,f,3,222,24/04/2009,l,funestus,10,1,unfed,0
1463,155,g,3,222,24/04/2009,t,funestus,6,1,unfed,0
1464,155,h,3,222,24/04/2009,l,funestus,6,1,unfed,0
1465,155,a,4,23,26/04/2007,l,funestus,10,1,unfed,0
1467,155,c,4,23,26/04/2007,l,funestus,10,1,unfed,0
1468,155,d,4,922,04/10/2006,l,funestus,10,1,unfed,0
1469,155,e,4,1542,04/10/2006,l,funestus,10,1,unfed,0
1470,155,f,4,1542,04/10/2006,l,funestus,10,1,unfed,0
1471,155,g,4,1542,04/10/2006,l,funestus,10,1,unfed,0
1472,155,h,4,1542,04/10/2006,l,funestus,10,1,unfed,0
1477,155,e,5,3833,07/10/2009,l,funestus,10,1,unfed,1
1493,155,e,7,1542,05/12/2005,l,funestus,1,1,unfed,0
1494,155,f,7,1542,05/12/2005,l,funestus,1,1,unfed,0
1495,155,g,7,1542,05/12/2005,l,funestus,5,1,unfed,3
1497,155,a,8,24,11/02/2007,l,funestus,10,1,unfed,0
1502,155,f,8,24,11/02/2007,l,funestus,10,1,unfed,1
1503,155,g,8,24,11/02/2007,l,funestus,10,1,unfed,0
1504,155,h,8,1065,12/02/2002,l,gambiae,10,1,unfed,0
1505,155,a,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1506,155,b,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1507,155,c,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1508,155,d,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1509,155,e,9,1065,12/02/2002,l,funestus,10,1,unfed,3
1510,155,f,9,411,19/02/2002,t,funestus,10,1,unfed,0
1511,155,g,9,411,19/02/2002,t,funestus,10,1,unfed,0
1512,155,h,9,411,19/02/2002,t,funestus,10,1,unfed,0
1514,155,b,10,404,28/01/2002,l,funestus,10,1,unfed,2
1515,155,c,10,404,28/01/2002,l,funestus,10,1,unfed,1
1516,155,d,10,404,28/01/2002,l,funestus,10,1,unfed,3
1517,155,e,10,404,28/01/2002,l,funestus,10,1,unfed,0
1518,155,f,10,404,28/01/2002,l,funestus,10,1,unfed,2
1519,155,g,10,21,20/02/2002,t,gambiae,10,1,unfed,0
1520,155,h,10,21,20/02/2002,l,funestus,10,1,unfed,0
1522,155,b,11,1166,20/02/2006,t,gambiae,10,1,unfed,0
1534,155,f,12,3057,21/02/2006,t,funestus,10,1,unfed,3
1535,155,g,12,380,22/02/2006,l,gambiae,8,1,unfed,0
2225,156,a,3,275,02/02/2010,l,funestus,10,1,unfed,3
2226,156,b,3,922,02/02/2010,l,funestus,6,1,unfed,2
2227,156,c,3,1133,15/02/2002,l,gambiae,10,1,unfed,1
2228,156,d,3,1133,15/02/2002,l,gambiae,9,1,unfed,0
2229,156,e,3,1133,15/02/2002,l,gambiae,10,1,unfed,0
2233,156,a,4,felizarda,08/03/2010,l,funestus,10,1,unfed,0
2234,156,b,4,felizarda,08/03/2010,l,funestus,10,1,unfed,0
2235,156,c,4,922,02/08/2010,l,funestus,5,1,unfed,0
2245,156,e,5,150,26/11/2004,l,gambiae,10,1,unfed,3
2247,156,g,5,6,07/02/2002,l,funestus,10,1,unfed,0
2248,156,h,5,6,07/02/2002,l,funestus,10,1,unfed,0
2249,156,a,6,ct1,08/02/2002,l,funestus,10,1,unfed,0
2250,156,b,6,189,16/01/2002,l,gambiae,6,1,unfed,0
2252,156,d,6,ct3,08/02/2002,l,funestus,10,1,unfed,0
2253,156,e,6,ct1,08/02/2002,l,funestus,10,1,unfed,0
2254,156,f,6,ct1,08/02/2002,l,funestus,10,1,unfed,3
2255,156,g,6,34,08/02/2002,l,funestus,10,1,unfed,1
2256,156,h,6,34,08/02/2002,l,funestus,10,1,unfed,0
2258,156,b,7,680,07/12/2005,l,gambiae,1,1,unfed,3
2259,156,c,7,3002,07/12/2005,l,gambiae,1,1,unfed,0
2261,156,e,7,3002,07/12/2005,l,gambiae,1,1,unfed,0
2267,156,c,8,1415,08/12/2005,l,gambiae,1,1,unfed,0
2269,156,e,8,1415,08/12/2005,l,gambiae,1,1,unfed,0
2270,156,f,8,1415,08/12/2005,l,gambiae,10,1,unfed,1
2271,156,g,8,1415,08/12/2005,l,gambiae,5,1,unfed,0
2272,156,h,8,1415,08/12/2005,l,gambiae,1,1,unfed,0
2273,156,a,9,ct4,11/12/2001,l,funestus,10,1,unfed,2
2274,156,b,9,ct4,11/12/2001,l,funestus,10,1,unfed,0
2275,156,c,9,ct4,11/12/2001,l,funestus,10,1,unfed,0
2276,156,d,9,ct4,11/12/2001,l,funestus,10,1,unfed,0
2277,156,e,9,425,11/12/2001,l,funestus,10,1,unfed,3
2278,156,f,9,425,11/12/2001,l,funestus,10,1,unfed,0
2279,156,g,9,425,11/12/2001,l,funestus,10,1,unfed,0
2280,156,h,9,ct4,11/12/2001,l,funestus,10,1,unfed,0
2281,156,a,10,425,12/12/2001,l,funestus,10,1,unfed,0
2282,156,b,10,425,12/12/2001,l,funestus,10,1,unfed,3
2283,156,c,10,425,12/12/2001,l,funestus,10,1,unfed,0
2284,156,d,10,425,12/12/2001,l,funestus,10,1,unfed,0
2285,156,e,10,425,12/12/2001,l,funestus,10,1,unfed,1
2286,156,f,10,425,12/12/2001,l,funestus,10,1,unfed,0
2287,156,g,10,425,12/12/2001,t,gambiae,5,1,unfed,0
2288,156,h,10,425,12/12/2001,l,funestus,10,1,unfed,0
2297,156,a,12,3280,12/12/2006,l,funestus,10,1,unfed,0
2298,156,b,12,23,12/12/2006,l,funestus,10,1,unfed,0
2301,156,e,12,3057,21/02/2006,t,gambiae,10,1,unfed,3
2302,156,f,12,3057,21/02/2006,l,funestus,9,1,unfed,1
2303,156,g,12,1148,22/02/2006,l,funestus,8,1,unfed,0
2304,156,h,12,380,22/02/2006,l,funestus,10,1,unfed,1
1639,157,g,1,1149,14/02/2002,l,funestus,10,1,unfed,0
1640,157,h,1,1149,14/02/2002,l,funestus,10,1,unfed,0
1647,157,g,2,146,14/02/2002,l,funestus,10,1,unfed,0
1648,157,h,2,146,14/02/2002,l,funestus,10,1,unfed,3
1650,157,b,3,21,15/02/2002,l,funestus,10,1,unfed,0
1651,157,c,3,1133,15/02/2002,l,funestus,10,1,unfed,0
1652,157,d,3,1133,15/02/2002,l,funestus,10,1,unfed,0
1653,157,e,3,1133,15/02/2002,l,funestus,10,1,unfed,0
1654,157,f,3,1133,15/02/2002,l,funestus,10,1,unfed,0
1655,157,g,3,21,15/02/2002,l,funestus,10,1,unfed,0
1656,157,h,3,21,15/02/2002,l,funestus,10,1,unfed,0
1659,157,c,4,222,22/01/2007,l,funestus,10,1,unfed,0
1660,157,d,4,222,22/01/2007,l,funestus,10,1,unfed,0
1661,157,e,4,222,22/01/2007,l,funestus,10,1,unfed,0
1662,157,f,4,222,22/01/2007,l,funestus,10,1,unfed,0
1663,157,g,4,222,22/01/2007,l,funestus,10,1,unfed,1
1664,157,h,4,222,22/01/2007,l,funestus,10,1,unfed,0
1665,157,a,5,ct3,23/01/2002,l,gambiae,10,1,unfed,0
1666,157,b,5,ct3,23/01/2002,l,gambiae,10,1,unfed,3
1667,157,c,5,1070,23/01/2002,l,gambiae,10,1,unfed,0
1668,157,d,5,ct3,23/01/2002,l,gambiae,10,1,unfed,0
1669,157,e,5,1070,23/01/2002,l,gambiae,10,1,unfed,0
1670,157,f,5,1070,23/01/2002,l,gambiae,10,1,unfed,0
1671,157,g,5,ct3,23/01/2002,l,gambiae,10,1,unfed,0
1672,157,h,5,ct4,23/01/2002,l,gambiae,7,1,unfed,0
1673,157,a,6,ct3,23/01/2002,l,funestus,10,1,unfed,0
1674,157,b,6,ct4,23/01/2002,l,funestus,10,1,unfed,0
1675,157,c,6,ct4,23/01/2002,l,funestus,10,1,unfed,3
1676,157,d,6,ct4,23/01/2002,l,funestus,10,1,unfed,0
1677,157,e,6,1415,16/02/2006,l,funestus,10,1,unfed,0
1678,157,f,6,1415,16/02/2006,l,funestus,10,1,unfed,0
1680,157,h,6,320,29/04/2004,l,gambiae,10,1,unfed,0
1687,157,g,7,23,08/05/2007,l,funestus,10,1,unfed,0
1688,157,h,7,1542,06/12/2005,l,gambiae,5,1,unfed,3
1689,157,a,8,1415,07/12/2005,l,funestus,1,1,unfed,1
1690,157,b,8,1542,07/12/2005,l,funestus,5,1,unfed,0
1691,157,c,8,1415,07/12/2005,l,funestus,5,1,unfed,0
1692,157,d,8,1415,07/12/2005,l,funestus,5,1,unfed,0
1693,157,e,8,baptista,08/05/2010,l,funestus,10,1,unfed,0
1694,157,f,8,23,09/05/2007,l,funestus,10,1,unfed,0
1695,157,g,8,baptista,08/05/2010,l,funestus,7,1,unfed,0
1696,157,h,8,23,09/05/2007,l,funestus,10,1,unfed,0
1700,157,d,9,35,18/05/2004,l,gambiae,9,1,unfed,3
1701,157,e,9,222,18/05/2009,l,funestus,10,1,unfed,0
1702,157,f,9,3857,16/05/2009,l,funestus,10,1,unfed,0
1703,157,g,9,3857,16/05/2009,l,funestus,10,1,unfed,0
1704,157,h,9,3857,16/05/2009,l,funestus,10,1,unfed,0
1706,157,b,10,112,11/12/2002,l,gambiae,10,1,unfed,0
1709,157,e,10,8,11/12/2002,l,gambiae,10,1,unfed,0
1711,157,g,10,ct3,11/12/2001,l,funestus,10,1,unfed,3
1712,157,h,10,ct3,11/12/2001,l,funestus,10,1,unfed,0
1716,157,d,11,1415,15/11/2005,l,gambiae,5,1,unfed,0
1717,157,e,11,1103,15/11/2005,l,gambiae,1,1,unfed,0
1720,157,h,11,425,12/12/2001,l,funestus,10,1,unfed,0
1721,157,a,12,222,27/05/2007,l,funestus,10,1,unfed,0
1722,157,b,12,222,27/05/2007,l,funestus,10,1,unfed,0
1724,157,d,12,ricardina ,28/05/2007,l,funestus,10,1,unfed,0
1725,157,e,12,ricardina ,28/05/2007,l,funestus,10,1,unfed,0
1726,157,f,12,ricardina ,28/05/2007,l,funestus,10,1,unfed,0
1727,157,g,12,ricardina ,28/05/2007,l,funestus,10,1,unfed,0
1728,157,h,12,ricardina ,28/05/2007,l,funestus,10,1,unfed,0
1555,158,c,3,146,14/02/2002,l,funestus,10,1,unfed,0
1556,158,d,3,146,14/02/2002,l,funestus,10,1,unfed,0
1557,158,e,3,1144,22/01/2002,l,funestus,10,1,unfed,0
1558,158,f,3,1144,22/01/2002,l,funestus,10,1,unfed,0
1559,158,g,3,1144,22/01/2002,l,funestus,10,1,unfed,3
1560,158,h,3,ct4,06/02/2002,l,funestus,10,1,unfed,0
1561,158,a,4,33,07/02/2002,l,funestus,10,1,unfed,0
1563,158,c,4,33,07/02/2002,l,funestus,10,1,unfed,3
1564,158,d,4,33,07/02/2002,l,funestus,10,1,unfed,0
1565,158,e,4,33,07/02/2002,l,funestus,10,1,unfed,0
1569,158,a,5,n/nr,07/02/2002,t,funestus,10,1,unfed,0
1570,158,b,5,6,07/02/2002,l,funestus,10,1,unfed,0
1571,158,c,5,n/nr,07/02/2002,t,funestus,10,1,unfed,0
1572,158,d,5,84,03/08/2009,l,funestus,10,1,unfed,0
1573,158,e,5,1354,07/02/2004,l,gambiae,10,1,unfed,0
1576,158,h,5,ct1,07/02/2002,l,funestus,10,1,unfed,0
1577,158,a,6,34,08/02/2002,l,funestus,10,1,unfed,0
1578,158,b,6,ct3,08/02/2002,l,funestus,10,1,unfed,0
1579,158,c,6,ct3,08/02/2002,l,funestus,10,1,unfed,0
1580,158,d,6,ct3,08/02/2002,l,funestus,10,1,unfed,0
1582,158,f,6,ct3,08/02/2002,l,funestus,10,1,unfed,0
1584,158,h,6,34,08/02/2002,l,funestus,10,1,unfed,3
1585,158,a,7,121,10/02/2002,l,gambiae,10,1,unfed,3
1586,158,b,7,121,10/02/2002,l,gambiae,10,1,unfed,0
1587,158,c,7,121,10/02/2002,l,gambiae,10,1,unfed,3
1588,158,d,7,121,10/02/2002,l,gambiae,6,1,unfed,0
1589,158,e,7,121,10/02/2002,l,funestus,10,1,unfed,0
1590,158,f,7,121,10/02/2002,l,funestus,10,1,unfed,2
1591,158,g,7,121,10/02/2002,l,funestus,10,1,unfed,1
1593,158,a,8,24,11/02/2007,l,funestus,10,1,unfed,0
1594,158,b,8,24,11/02/2007,l,funestus,10,1,unfed,0
1595,158,c,8,24,11/02/2007,l,funestus,8,1,unfed,3
1596,158,d,8,24,11/02/2007,l,funestus,10,1,unfed,0
1597,158,e,8,24,11/02/2007,l,funestus,10,1,unfed,0
1598,158,f,8,24,11/02/2007,l,funestus,10,1,unfed,1
1599,158,g,8,24,11/02/2007,l,funestus,10,1,unfed,1
1600,158,h,8,24,11/02/2007,l,funestus,10,1,unfed,0
1601,158,a,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1602,158,b,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1603,158,c,9,21,12/02/2002,l,funestus,10,1,unfed,0
1604,158,d,9,1065,12/02/2002,l,funestus,10,1,unfed,0
1606,158,f,9,21,12/02/2002,l,funestus,10,1,unfed,0
1607,158,g,9,21,12/02/2002,l,funestus,10,1,unfed,0
1609,158,a,10,743,12/02/2002,l,funestus,10,1,unfed,0
1610,158,b,10,72,12/02/2002,t,funestus,10,1,unfed,3
1614,158,f,10,1108,22/05/2009,s,funestus,7,1,unfed,0
1630,158,f,12,ct4,17/12/2001,l,funestus,10,1,unfed,3
1631,158,g,12,ct4,17/12/2001,l,funestus,10,1,unfed,0
1632,158,h,12,ct4,17/12/2001,l,funestus,10,1,unfed,3
1274,159,b,4,1542,26/04/2005,l,gambiae,10,1,unfed,0
1275,159,c,4,1542,26/04/2005,l,gambiae,10,1,unfed,0
1276,159,d,4,1542,26/04/2005,l,gambiae,10,1,unfed,0
1277,159,e,4,1542,26/04/2005,l,gambiae,10,1,unfed,1
1278,159,f,4,1542,26/04/2005,l,gambiae,10,1,unfed,3
1281,159,a,5,23,26/04/2007,l,funestus,10,1,unfed,0
1282,159,b,5,23,26/04/2007,l,funestus,7,1,unfed,0
1290,159,b,6,1110,29/11/2004,l,gambiae,9,1,unfed,3
1291,159,c,6,1323,29/11/2004,l,gambiae,10,1,unfed,0
1292,159,d,6,1322,29/11/2004,l,gambiae,10,1,unfed,0
1297,159,a,7,3273,07/05/2007,l,funestus,10,1,unfed,0
1298,159,b,7,3273,07/05/2007,l,funestus,10,1,unfed,0
1299,159,c,7,3273,07/05/2007,l,funestus,10,1,unfed,0
1300,159,d,7,3273,07/05/2007,l,funestus,10,1,unfed,0
1304,159,h,7,3273,07/05/2007,l,funestus,10,1,unfed,0
1305,159,a,8,222-b,08/05/2010,l,funestus,10,1,unfed,0
1306,159,b,8,222-b,08/05/2010,l,funestus,10,1,unfed,0
1307,159,c,8,222-b,08/05/2010,l,funestus,10,1,unfed,0
1308,159,d,8,baptista,08/05/2010,l,funestus,10,1,unfed,0
1309,159,e,8,baptista,08/05/2010,l,funestus,10,1,unfed,0
1310,159,f,8,1012,04/02/2002,t,gambiae,10,1,unfed,2
1311,159,g,8,ct4,04/02/2002,l,funestus,10,1,unfed,0
1312,159,h,8,1542,07/12/2005,l,funestus,10,1,unfed,0
1314,159,b,9,222,15/05/2009,l,funestus,10,1,unfed,3
1318,159,f,9,ct2,11/12/2001,l,funestus,10,1,unfed,3
1319,159,g,9,ct2,11/12/2001,l,funestus,10,1,unfed,1
1320,159,h,9,1081,11/12/2001,l,gambiae,10,1,unfed,0
1321,159,a,10,1081,11/12/2001,l,funestus,10,1,unfed,1
1322,159,b,10,1081,11/12/2001,l,funestus,10,1,unfed,1
1323,159,c,10,3804,07/03/2007,l,funestus,10,1,unfed,1
1324,159,d,10,1081,11/12/2001,l,funestus,10,1,unfed,0
1329,159,a,11,1542,15/11/2004,l,gambiae,10,1,unfed,2
1330,159,b,11,1542,15/11/2004,l,gambiae,10,1,unfed,2
1331,159,c,11,1103,15/11/2005,l,gambiae,1,1,unfed,0
1332,159,d,11,1103,15/11/2005,l,gambiae,5,1,unfed,3
1333,159,e,11,1415,15/11/2005,l,gambiae,10,1,unfed,0
1334,159,f,11,1103,15/11/2005,l,gambiae,5,1,unfed,0
1335,159,g,11,1415,15/11/2005,l,gambiae,1,1,unfed,0
1336,159,h,11,1103,15/11/2005,l,gambiae,1,1,unfed,0
1337,159,a,12,3237,20/11/2006,l,gambiae,10,1,unfed,0
1338,159,b,12,1542,20/11/2006,l,funestus,10,1,unfed,0
1339,159,c,12,24,12/12/2006,l,gambiae,10,1,unfed,0
1341,159,e,12,3280,12/12/2006,l,funestus,10,1,unfed,0
1351,160,g,1,1403,19/04/2004,l,gambiae,10,1,unfed,3
1352,160,h,1,1403,19/04/2004,l,gambiae,10,1,unfed,3
1367,160,g,3,922,02/02/2010,l,funestus,10,1,unfed,0
1390,160,f,6,626,02/12/2004,l,gambiae,10,1,unfed,1
1391,160,g,6,626,02/12/2004,l,gambiae,4,1,unfed,1
1392,160,h,6,383,02/12/2004,l,gambiae,7,1,unfed,0
1394,160,b,7,680,07/12/2005,l,gambiae,5,1,unfed,0
1406,160,f,8,23,09/05/2007,l,funestus,10,1,unfed,0
1407,160,g,8,23,09/05/2007,l,funestus,10,1,unfed,0
1408,160,h,8,23,09/05/2007,l,funestus,10,1,unfed,0
1409,160,a,9,ct2,11/12/2001,l,funestus,10,1,unfed,0
1410,160,b,9,ct2,11/12/2001,l,funestus,10,1,unfed,0
1411,160,c,9,ct4,17/01/2002,l,funestus,10,1,unfed,1
1415,160,g,9,1065,12/02/2002,l,gambiae,10,1,unfed,3
1416,160,h,9,ct4,17/01/2002,l,funestus,10,1,unfed,0
1417,160,a,10,ct4,18/01/2002,l,funestus,10,1,unfed,3
1418,160,b,10,ct4,18/01/2002,l,funestus,10,1,unfed,0
1419,160,c,10,ct4,18/01/2002,l,funestus,10,1,unfed,0
1420,160,d,10,ct4,18/01/2002,l,funestus,10,1,unfed,0
1425,160,a,11,1415,15/11/2005,l,gambiae,5,1,unfed,0
1426,160,b,11,1103,15/11/2005,l,gambiae,10,1,unfed,0
1427,160,c,11,84,03/08/2009,l,funestus,10,1,unfed,0
1428,160,d,11,1328,15/11/2004,l,gambiae,8,1,unfed,3
1429,160,e,11,3214,14/11/2006,l,funestus,10,1,unfed,0
1430,160,f,11,3214,14/11/2006,l,funestus,10,1,unfed,0
1431,160,g,11,1415,15/11/2005,l,gambiae,5,1,unfed,1
1432,160,h,11,84,04/08/2009,l,funestus,10,1,unfed,0
1433,160,a,12,84,04/08/2009,l,funestus,10,1,unfed,0
1434,160,b,12,11,14/02/2002,t,gambiae,10,1,unfed,3
1435,160,c,12,11,14/02/2002,t,gambiae,10,1,unfed,0
1436,160,d,12,1149,14/02/2002,l,funestus,10,1,unfed,0
1437,160,e,12,1149,14/02/2002,l,funestus,10,1,unfed,0
1438,160,f,12,11,14/02/2002,t,gambiae,10,1,unfed,3
1439,160,g,12,1133,14/02/2002,l,gambiae,10,1,unfed,0
1440,160,h,12,1133,14/02/2002,l,gambiae,8,1,unfed,3
1937,161,a,3,3214,21/11/2006,l,funestus,10,1,unfed,0
1947,161,c,4,622,24/11/2004,l,gambiae,10,1,unfed,3
1948,161,d,4,622,24/11/2004,l,gambiae,10,1,unfed,0
1949,161,e,4,23,26/04/2007,l,gambiae,10,1,unfed,0
1950,161,f,4,23,26/04/2007,l,funestus,10,1,unfed,0
1951,161,g,4,23,26/04/2007,l,gambiae,10,1,unfed,0
1952,161,h,4,23,26/04/2007,l,gambiae,10,1,unfed,0
1959,161,g,5,23,26/04/2007,l,funestus,10,1,unfed,2
1960,161,h,5,1345,27/04/2004,l,gambiae,10,1,unfed,1
1961,161,a,6,320,29/04/2004,l,gambiae,10,1,unfed,1
1965,161,e,6,1542,30/04/2007,l,gambiae,10,1,unfed,0
1968,161,h,6,1542,30/04/2007,l,gambiae,10,1,unfed,0
1969,161,a,7,23,08/05/2007,l,funestus,10,1,unfed,0
1970,161,b,7,23,08/05/2007,l,funestus,10,1,unfed,0
1971,161,c,7,23,08/05/2007,l,funestus,10,1,unfed,0
1972,161,d,7,23,08/05/2007,l,funestus,10,1,unfed,0
1973,161,e,7,23,08/05/2007,l,funestus,10,1,unfed,0
1974,161,f,7,23,08/05/2007,l,funestus,10,1,unfed,0
1975,161,g,7,23,08/05/2007,l,funestus,10,1,unfed,0
1976,161,h,7,23,08/05/2007,l,funestus,10,1,unfed,0
1977,161,a,8,23,09/05/2007,l,funestus,10,1,unfed,0
1978,161,b,8,23,09/05/2007,l,funestus,10,1,unfed,0
1979,161,c,8,23,09/05/2007,l,funestus,10,1,unfed,0
1980,161,d,8,23,09/05/2007,l,funestus,10,1,unfed,0
1981,161,e,8,23,09/05/2007,l,funestus,10,1,unfed,1
1982,161,f,8,23,09/05/2007,l,funestus,9,1,unfed,0
1985,161,a,9,222,25/10/2009,l,funestus,10,1,unfed,0
1986,161,b,9,3279,27/10/2004,l,gambiae,10,1,unfed,0
1987,161,c,9,222,25/10/2009,l,funestus,6,1,unfed,0
1988,161,d,9,1542,26/10/2004,l,gambiae,10,1,unfed,0
1989,161,e,9,1542,26/10/2004,l,gambiae,10,1,unfed,0
2001,161,a,11,1415,15/11/2005,l,gambiae,1,1,unfed,0
2002,161,b,11,1415,15/11/2005,l,gambiae,1,1,unfed,0
2003,161,c,11,1103,15/11/2005,l,gambiae,5,1,unfed,0
2004,161,d,11,1542,15/11/2004,l,gambiae,10,1,unfed,2
2005,161,e,11,1542,15/11/2004,l,gambiae,10,1,unfed,1
2006,161,f,11,1415,15/11/2005,l,gambiae,1,1,unfed,0
2013,161,e,12,1134,19/11/2004,l,gambiae,10,1,unfed,0
2416,162,h,2,222/a,13/09/2009,l,funestus,10,1,unfed,0
2417,162,a,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2418,162,b,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2419,162,c,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2420,162,d,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2421,162,e,3,222/2,22/09/2009,l,funestus,7,1,unfed,0
2422,162,f,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2423,162,g,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2424,162,h,3,222/2,22/09/2009,l,funestus,10,1,unfed,0
2425,162,a,4,922,04/10/2006,l,funestus,10,1,unfed,0
2426,162,b,4,922,04/10/2006,l,funestus,10,1,unfed,0
2427,162,c,4,922,04/10/2006,l,funestus,10,1,unfed,0
2428,162,d,4,922,04/10/2006,l,funestus,10,1,unfed,0
2429,162,e,4,922,04/10/2006,l,funestus,10,1,unfed,0
2430,162,f,4,922,04/10/2006,l,funestus,10,1,unfed,0
2431,162,g,4,1542,04/10/2006,l,funestus,10,1,unfed,0
2432,162,h,4,1542,04/10/2006,l,funestus,10,1,unfed,0
2433,162,a,5,3833,07/10/2009,l,funestus,10,1,unfed,0
2434,162,b,5,3833,07/10/2009,l,funestus,10,1,unfed,0
2435,162,c,5,222/a,06/10/2009,l,funestus,10,1,unfed,0
2437,162,e,5,3833,07/10/2009,l,funestus,10,1,unfed,0
2439,162,g,5,3833,07/10/2009,l,funestus,10,1,unfed,0
2440,162,h,5,3833,07/10/2009,l,funestus,10,1,unfed,0
2455,162,g,7,1542,06/12/2005,l,gambiae,10,1,unfed,3
2456,162,h,7,61,16/12/2002,l,gambiae,10,1,unfed,3
2457,162,a,8,61,16/12/2002,l,gambiae,10,1,unfed,3
2458,162,b,8,409,16/12/2002,l,gambiae,10,1,unfed,0
2462,162,f,8,ct3,17/12/2001,l,gambiae,3,1,unfed,0
2463,162,g,8,ct3,17/12/2001,l,funestus,10,1,unfed,3
2464,162,h,8,ct3,17/12/2001,l,funestus,10,1,unfed,0
2465,162,a,9,222,12/05/2007,l,funestus,10,1,unfed,0
2466,162,b,9,222,12/05/2009,l,funestus,9,1,unfed,0
2468,162,d,9,1542,13/05/2004,l,gambiae,5,1,unfed,0
2469,162,e,9,1542,13/05/2004,l,gambiae,10,1,unfed,0
2470,162,f,9,23,15/05/2007,l,funestus,10,1,unfed,0
2471,162,g,9,23,15/05/2007,l,funestus,10,1,unfed,0
2472,162,h,9,23,15/05/2007,l,funestus,10,1,unfed,0
2473,162,a,10,43,11/12/2006,l,funestus,10,1,unfed,0
2474,162,b,10,43,11/12/2006,l,funestus,10,1,unfed,2
2477,162,e,10,1081,11/12/2001,l,funestus,10,1,unfed,0
2478,162,f,10,1081,11/12/2001,l,funestus,10,1,unfed,1
2482,162,b,11,ct4,12/12/2001,l,funestus,10,1,unfed,0
2483,162,c,11,ct2,12/12/2001,l,funestus,10,1,unfed,0
2484,162,d,11,ct2,12/12/2001,l,funestus,10,1,unfed,0
2490,162,b,12,407,13/12/2001,l,funestus,10,1,unfed,0
2491,162,c,12,407,13/12/2001,l,funestus,10,1,unfed,0
2494,162,f,12,407,13/12/2001,l,gambiae,10,1,unfed,0
2495,162,g,12,407,13/12/2001,l,funestus,10,1,unfed,3
2496,162,h,12,ct4,13/12/2001,l,gambiae,10,1,unfed,0
2129,163,a,3,1344,22/11/2004,l,gambiae,10,1,unfed,0
2130,163,b,3,1348,23/11/2004,l,gambiae,10,1,unfed,0
2131,163,c,3,1348,23/11/2004,l,gambiae,10,1,unfed,0
2132,163,d,3,1348,23/11/2004,l,gambiae,10,1,unfed,1
2133,163,e,3,1348,23/11/2004,l,gambiae,10,1,unfed,0
2134,163,f,3,1348,23/11/2004,l,gambiae,10,1,unfed,1
2135,163,g,3,222,23/11/2004,l,gambiae,10,1,unfed,3
2153,163,a,6,1542,30/04/2007,l,gambiae,10,1,unfed,0
2154,163,b,6,1542,30/04/2007,l,gambiae,10,1,unfed,0
2158,163,f,6,182,04/02/2002,l,gambiae,10,1,unfed,2
2159,163,g,6,182,04/02/2002,l,gambiae,10,1,unfed,0
